ID;NAME;TYPE;DESCRIPTION;BRAND;WORKSHOP;SUPPLIER;BUY PRICE
COMP00269;DAOV-NZM7;ACCESORIOS;ACCIONAMIENTO;MOELLER;E;;60.0
COMP01224;DLI 2,5;ACCESORIOS;TERMINAL BLOCKS;WEIDMUELLER;E;;5
COMP01225;DLI 2,5/LD-GN/PNP+-DB;ACCESORIOS;TERMINAL BLOCKS;WEIDMUELLER;E;;5
COMP01226;DLI 2,5/LD-RT/PNP+-DB;ACCESORIOS;TERMINAL BLOCKS;WEIDMUELLER;E;;5
COMP01846;DSTA001FR13740001000;ACCESORIOS;CLAVIJA DE POTENCIA GROESSE 3;INTERCONTEC;E;;20
COMP02066;DSTVK-BR16 1408700000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;15
COMP01481;DSTVK-BR161408700000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;0.0
COMP02094;DSTVK-BR24 1408800000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;15
COMP01482;DSTVK-BR241408800000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;0.0
COMP02056;DSTVK-BR6 1408500000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;15
COMP01483;DSTVK-BR61408500000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;0.0
COMP00904;E43008;ACCESORIOS;ADAPTADOR DE MONTAJE G3/4 D22;IFM;E;ELEKO;30
COMP00903;E43100;ACCESORIOS;TUBO CLIMATICO;IFM;E;ELEKO;50
COMP00937;E73008;ACCESORIOS;EJECUCION DE CUADRO ELECTRICO, M12, A-CODIFICADO;IFM;E;ELEKO;20
COMP02102;E82;ACCESORIOS;BASTIDOR PARA BALANCEADOR MUELA;MARPOSS;E;ELEKO;200
COMP01484;EA-NZM64;ACCESORIOS;ARBOL SALIDIZO;KLOCKNER;E;;0.0
COMP00715;EEC-10;ACCESORIOS;CABLE ENCODER 10 METROS;FAGOR;E;;60
COMP00716;EEC-10M;ACCESORIOS;CABLE ENCODER 10 METROS;FAGOR;E;;60
COMP02104;EM32I/O - 99E032308;ACCESORIOS;MODULO DE INTERFASE;EUROGI;E;ELEKO;100
COMP02025;ES15/4;ACCESORIOS;ZOCALO PARA RELE;SCHRACK;E;;20
COMP00829;EVC002;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12 RECTO, 4-POL., 5M;IFM;E;ELEKO;20
COMP01135;EVC005;ACCESORIOS;CABLE;IFM;E;;20
COMP00993;EVC563;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12 ANGULAR, 5 POLOS, 15M;IFM;E;ELEKO;40
COMP01227;EW 35;ACCESORIOS;END BLOCKS;WEIDMUELLER;E;;5
COMP02006;EXE610C-010;ACCESORIOS;CAJA DE CONEXION;HEIDENHAIN;E;;100
COMP00717;FD-770-CP;ACCESORIOS;MANGUERA 3X2X0.14+2X0.5;LAPP;E;;25
COMP00718;FD-790-CP-APANT;ACCESORIOS;MANGUERA 4X2.5MM2 APANTALLADA;LAPP;E;;40
COMP00719;FD-CP-TP;ACCESORIOS;MANGUERA 12X0.14MM APANTALLADA MOVIMIENTO;LAPP;E;;30
COMP02050;FIN 230 SP;ACCESORIOS;CARTUCHO FILTRANTE;FINMOTOR;E;ELEKO;50
COMP00539;FLKMS-D25 SUB/B;ACCESORIOS;CONVERSOR 25 PINES;PHOENIX CONTACT;E;ELEKO;20
COMP01172;FRENCNTCARD;ACCESORIOS;COUNTER CARD;FRENCO;E;;300
COMP01175;FRENIOMEG32;ACCESORIOS;IO CARD MEG32 WITH 16 IN / 16 OUT;FRENCO;E;;500
COMP01169;FRENLVDTCARD2CHMEG32;ACCESORIOS;LVDT CARD MEG32 CHANNEL 1,2;FRENCO;E;;500
COMP01170;FRENLVDTCARD4CHMEG32;ACCESORIOS;LVDT CARD MEG32 CHANNEL 1,2,3,4;FRENCO;E;;500
COMP01171;FRENLVDTHBMEG32;ACCESORIOS;LVDT INPUT MODULE TESA HALF BRIDGE;FRENCO;E;;200
COMP01166;FRENSWITCH;ACCESORIOS;SWITCH;FRENCO;E;;100
COMP01173;FRENTTLMEG32;ACCESORIOS;TTL INTERPOLATION MODULE FOR MEG32;FRENCO;E;;300
COMP01491;G2X32;ACCESORIOS;CUENTARREVOLUCIONES;REEL;E;;0.0
COMP01781;GB2-CB16;ACCESORIOS;MANGNETOTERMICO GB2 1X10A;SCHNEIDER;E;;0.0
COMP01137;GENERIC;ACCESORIOS;MANGUERA;GENERIC;E;;10
COMP00724;GV-AE113;ACCESORIOS;CONTACTO AUXILIAR GV2 1NA+1NC;SCHNEIDER;E;;25
COMP01492;GW20205;ACCESORIOS;TOMA BASE;GEWISS;E;;0.0
COMP01493;GW26410;ACCESORIOS;SOPORTE;GEWISS;E;;0.0
COMP01494;GW40003;ACCESORIOS;CAJA;GEWISS;E;;0.0
COMP01495;GW40028;ACCESORIOS;CAJA;GEWISS;E;;0.0
COMP01496;H-NZM64;ACCESORIOS;CUBREBORNES;KLOCKNER;E;;0.0
COMP00268;H-NZM7;ACCESORIOS;MANETA;MOELLER;E;;40.0
COMP00477;H-P1 017253;ACCESORIOS;CUBREBORNAS;EATON;E;;5
COMP02074;H-PAD-25/15-SI611D/840-CABLE 374430;ACCESORIOS;CABLE;PILZ;E;ELEKO;50
COMP01228;HAN 10 ES-F # 09 33 010 2716;ACCESORIOS;PLUG INSERT;HARTING;E;;30
COMP01229;HAN 10B-AGG-LB # 09 30 010 0305;ACCESORIOS;ADD-ON HOUSING;HARTING;E;;30
COMP01230;HAN 10B-GS-R-M20 # 19 30 010 1540;ACCESORIOS;GROMMET HOUSING;HARTING;E;;30
COMP01231;HAN 10ES-M # 09 33 010 2616;ACCESORIOS;PLUG INSERT;HARTING;E;;30
COMP01232;HAN 6 ES-F # 09 33 006 2716;ACCESORIOS;PLUG INSERT;HARTING;E;;30
COMP01233;HAN 6-ES-M # 09 33 006 2616;ACCESORIOS;PLUG INSERT;HARTING;E;;30
COMP01234;HAN 6B-AGG-LB # 09 30 006 0301;ACCESORIOS;ADD-ON HOUSING;HARTING;E;;30
COMP01235;HAN 6B-GS-M20 # 19 30 006 1540;ACCESORIOS;GROMMET HOUSING;HARTING;E;;30
COMP02067;HDC-HB-16-ADVO 1209200000;ACCESORIOS;CAJA;WEIDMULLER;E;;40
COMP01498;HDC-HB-16-ADVO1209200000;ACCESORIOS;CAJA;WEIDMULLER;E;;0.0
COMP02063;HDC-HB-16-SDVO2/21 1209300000;ACCESORIOS;CAJA;WEIDMULLER;E;;40
COMP01499;HDC-HB-16-SDVO2/211209300000;ACCESORIOS;CAJA;WEIDMULLER;E;;0.0
COMP02062;HDC-HB-16-TSVO1/21 1657380000;ACCESORIOS;TAPA;WEIDMULLER;E;;30
COMP01500;HDC-HB-16-TSVO1/211657380000;ACCESORIOS;TAPA;WEIDMULLER;E;;0.0
COMP02096;HDC-HB-24-ADVO 1213300000;ACCESORIOS;CAJA;WEIDMULLER;E;;35
COMP01501;HDC-HB-24-ADVO1213300000;ACCESORIOS;CAJA;WEIDMULLER;E;;0.0
COMP02095;HDC-HB-24-TSVO1/21 1661860000;ACCESORIOS;TAPA;WEIDMULLER;E;;30
COMP01502;HDC-HB-24-TSVO1/211661860000;ACCESORIOS;TAPA;WEIDMULLER;E;;0.0
COMP02058;HDC-HB-6-ADVL 1202500000;ACCESORIOS;CAJA;WEIDMULLER;E;;30
COMP01503;HDC-HB-6-ADVL1202500000;ACCESORIOS;CAJA;WEIDMULLER;E;;0.0
COMP02057;HDC-HB-6-TSVL1/13 1670530000;ACCESORIOS;TAPA;WEIDMULLER;E;;30
COMP01504;HDC-HB-6-TSVL1/131670530000;ACCESORIOS;TAPA;WEIDMULLER;E;;0.0
COMP02065;HDC-HE-16BS 1207700000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;20
COMP01505;HDC-HE-16BS1207700000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;0.0
COMP02064;HDC-HE-16SS 1207500000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;20
COMP01506;HDC-HE-16SS1207500000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;0.0
COMP02093;HDC-HE-24SS 1211100000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;20
COMP01507;HDC-HE-24SS1211100000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;0.0
COMP02055;HDC-HE-6SS 1200000000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;20
COMP01508;HDC-HE-6SS1200000000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;0.0
COMP02061;HDC-HSB-6BS 1498900000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;20
COMP01509;HDC-HSB-6BS1498900000;ACCESORIOS;TOMA HEMBRA;WEIDMULLER;E;;0.0
COMP02060;HDC-HSB-6SS 1498700000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;20
COMP01510;HDC-HSB-6SS1498700000;ACCESORIOS;CONECTOR MACHO;WEIDMULLER;E;;0.0
COMP02020;HKE100X100S100A05100IMP/GIRO;ACCESORIOS;VOLANTE;EUCHNER;E;;150
COMP02059;HRC3/047 23006;ACCESORIOS;FILTRO TRIFASICO;MURRELEKTRONIK;E;ELEKO;100
COMP00261;IE-FC-SFP-KNOB;ACCESORIOS;CARCASAS PREFABRICADAS;WEIDMULLER;E;;
COMP01236;IE-FCM-RJ45-FJ-P 1018830000;ACCESORIOS;FAST ETHERNET / RJ45;WEIDMUELLER;E;;50
COMP01237;IE-FCM-USB-A 1018840000;ACCESORIOS;USB SOCKET;WEIDMUELLER;E;;50
COMP02070;IT4108 GFA24-06S PG29 N4;ACCESORIOS;CONECTOR;GAMFIOR;E;ELEKO;50
COMP02069;IT4108 GFA32-68S PG29 N4;ACCESORIOS;CONECTOR;GAMFIOR;E;ELEKO;50
COMP01512;IT4108GFA24-06SPG29N4;ACCESORIOS;CONECTOR;GAMFIOR;E;;0.0
COMP01513;IT4108GFA32-68SPG29N4;ACCESORIOS;CONECTOR;GAMFIOR;E;;0.0
COMP01139;IXY.MDD95-16N1B;ACCESORIOS;DIODO;IXYS;E;;50
COMP01514;K95/1N/BR;ACCESORIOS;BORNE AISLADO PE;KLOCKNER;E;;0.0
COMP00082;KL 1514;ACCESORIOS;CAJA BORNAS (HIDRAULICO);RITTAL;M;;50.0
COMP01239;KOSF ZT2.5;ACCESORIOS;CODING PINS;WEIDMUELLER;E;;5
COMP02091;L/C F001;ACCESORIOS;FILTRO DE LINEA;ELETTRONICA IND.;E;ELEKO;50
COMP00733;LA4-DC3U;ACCESORIOS;MODULO ANTIPARASITARIO DIODOS;SCHNEIDER;E;;20
COMP00734;LAD-N203;ACCESORIOS;BLOQUE AUXILIAR 2NA RESORTE;SCHNEIDER;E;;15
COMP01785;LC1-D12BL;ACCESORIOS;CONTACTORES LC1 D12BL;SCHNEIDER;E;;0.0
COMP02072;LG-S 01 26050;ACCESORIOS;FILTRO RC;MURRELEKTRONIK;E;ELEKO;50
COMP00600;LX1-FG220;ACCESORIOS;BOBINA CONTACTORES 220/230VAC;SCHNEIDER;E;;50
COMP00736;MC-20;ACCESORIOS;CONECTOR DE POTENCIA;FAGOR;E;;50
COMP00737;MC-23;ACCESORIOS;CONECTOR DE POTENCIA 23A;FAGOR;E;;60
COMP01141;MDH866EU;ACCESORIOS;ROUTER 4G;MB CONNECT LINE GMBH;E;;300
COMP01142;MF-W1000/1.50/06;ACCESORIOS;CONDENSADOR;ICAR;E;;100
COMP02023;MFLZ-24(12610);ACCESORIOS;SUPRESOR DE INTERFERENCIAS PARA ELECTROVALVULA;FESTO;E;;20
COMP01633;MKT 1.50 / 2,2/ 250;ACCESORIOS;CONDENSADOR 2, 20UF 250V;MUEKRA;E;ELEKO;20
COMP01764;MKT 1.50 / 2.2/ 250;ACCESORIOS;CONDENSADOR 2.20UF 250V;MUEKRA;E;;0.0
COMP01143;MMG400D120B6HN;ACCESORIOS;TRANSISTOR;MACMIC;E;;50
COMP01786;MPA-FB-VI-10J;ACCESORIOS;TERMINAL DE VALVULA PROFINET;FESTO;E;;0.0
COMP01787;MS6-EE-1/210V24-S;ACCESORIOS;VALVULA DE CORTE NEUMATICO;FESTO;E;;0.0
COMP01788;MSB6-1/2C4J83F1-WP;ACCESORIOS;UNIDAD DE MANTENIMIENTO NEUMATICO;FESTO;E;;0.0
COMP00741;NZM 1-XTVD;ACCESORIOS;MANETA NEGRA CON CANDADO;MOELLER;E;;50
COMP00742;NZM1-XA380-440AC;ACCESORIOS;BOBINA DISPARO 380-415V;MOELLER;E;;120
COMP00743;NZM1/2-XV6;ACCESORIOS;EJE PROLONGADOR 260-600MM;MOELLER;E;;60
COMP00474;NZM4-XTVDV;ACCESORIOS;MANETA GIRATORIA;EATON;E;;40
COMP02092;P2;ACCESORIOS;DESIMANADOR;PRINO;E;ELEKO;100
COMP01242;P711406MV B6;ACCESORIOS;SOCKET HOUSING;WALTER PROCON;E;;30
COMP01243;P7126606MV B6;ACCESORIOS;GROMMET HOUSING;WALTER PROCON;E;;30
COMP01876;PATCHKABEL1GR;ACCESORIOS;CABLE DE CONEXION PATCHKABEL;REICHELT ELEKTRONIK;E;;10
COMP01949;PERACR1;ACCESORIOS;PROTECCION PARA ACR 1;C.E.;E;;20
COMP01246;PLT-SEC-T3-BE;ACCESORIOS;PLUG TRAP BASE;PHOENIX;E;;50
COMP01247;PLT-SEC-T3-P;ACCESORIOS;PLUG TRAP;PHOENIX;E;;50
COMP01928;PS4161;ACCESORIOS;ACCESORIOS DE MONTAJE PS 4161;RITTAL;E;;50
COMP01906;PUR/PVCFDGY;ACCESORIOS;CABLE DE MANDO PUR/PVC FD GY;UNKNOWN;E;;20
COMP01532;R-NZMH4;ACCESORIOS;ARBOL DETRAS;KLOCKNER;E;;0.0
COMP02078;RC S01/230 22052;ACCESORIOS;FILTRO RC;MURRELEKTRONIK;E;ELEKO;50
COMP01925;RC-17P1N8A80GK;ACCESORIOS;ENCHUFE MACHO RC-17;CONINVERS;E;;20
COMP01926;RC-17S1N8AQ0GK;ACCESORIOS;CONECTOR DE CASQUILLO RC-17;CONINVERS;E;;20
COMP00916;REFLECTOR TS-25;ACCESORIOS;REFLECTOR;IFM;E;ELEKO;10
COMP01655;RJ45;ACCESORIOS;BASE DE DATOS CAT.6 2-VIAS RJ45;HELDELE;E;ELEKO;20
COMP01920;RKC5/7;ACCESORIOS;CONECTOR DE CASQUILLO RKC 5/7;LUMBERG GMBH;E;;20
COMP01765;RKT 4-165/10M;ACCESORIOS;CABLE RKT 4-165/10M;LUMBERG;E;;0.0
COMP01885;RKT8-282/15,0M;ACCESORIOS;CABLE DE ACOPLAMIENTO RKT8-282/15,0M;LUMBERG GMBH;E;;20
COMP01535;RS51.1-4G-031-S-NN-FW;ACCESORIOS;CONVERTIDOR;REFU;E;;0.0
COMP01870;RSC5/7;ACCESORIOS;ENCHUFE CIRCULAR RSC 5/7;LUMBERG GMBH;E;;20
COMP00974;RST 4-RKWT/LED P 4-225/3M;ACCESORIOS;CABLE DE CONEXION M12-M12;LUMBERG;E;ELEKO;30
COMP01154;RST5-3-VAD1A-1-3-226/5M;ACCESORIOS;ADAPTADOR;LUMBERG;E;;30
COMP01869;RST5-RKT5-228/10.0M;ACCESORIOS;CABLE DE ACOPLAMIENTO RST5-RKT5-228/10.0M;LUMBERG GMBH;E;;20
COMP01867;RST5-RKT5-228/2.0M;ACCESORIOS;CABLE DE ACOPLAMIENTO RST5-RKT5-228/2.0M;LUMBERG GMBH;E;;20
COMP01921;RST5-RKT5-228/3.0M;ACCESORIOS;CABLE DE ACOPLAMIENTO RST5-RKT5-228/3.0M;LUMBERG GMBH;E;;20
COMP01866;RST5-RKT5-228/5.0M;ACCESORIOS;CABLE DE ACOPLAMIENTO RST5-RKT5-228/5.0M;LUMBERG GMBH;E;;20
COMP01536;S02209TC421;ACCESORIOS;CONECTADOR;MPM;E;;0.0
COMP01537;S11309NQ121;ACCESORIOS;CONECTADOR;MPM;E;;0.0
COMP01538;S18209TC421;ACCESORIOS;CONECTADOR;MPM;E;;0.0
COMP01156;SA-E12M30;ACCESORIOS;SOPORTE;BANNER;E;;20
COMP01157;SA-M30TE12;ACCESORIOS;SOPORTE;BANNER;E;;20
COMP00751;SFO-5;ACCESORIOS;CABLE FIBRA OPTICA 5 METROS;FAGOR;E;;80
COMP01251;SIHA 3/G20;ACCESORIOS;FUSE HOLDER;WEIDMUELLER;E;;10
COMP01158;SIMGLOBAL;ACCESORIOS;TARJETA;MB CONNECT LINE GMBH;E;;50
COMP02103;SK 3112;ACCESORIOS;REGULADOR DE TEMPERATURA;RITTAL;E;ELEKO;100
COMP00320;SK 3249.100;ACCESORIOS;INTERCAMBIADOR DE CALOR;RITTAL;E;;500
COMP02090;SK 3296.100;ACCESORIOS;REFRIGERADOR;RITTAL;E;ELEKO;1500
COMP00445;SK 3365.300;ACCESORIOS;AIRE ACONDICIONADO;RITTAL;E;;1000
COMP02077;SK 995;ACCESORIOS;SOPORTE;WALDMANN;E;ELEKO;50
COMP00898;SK3110.000;ACCESORIOS;REGULADOR DE TEMPERATURA;RITTAL;E;ELEKO;100
COMP01539;SK3112;ACCESORIOS;REGULADOR DE TEMPERATURA;RITTAL;E;;0.0
COMP00411;SK3239100;ACCESORIOS;REFRIGERADOR 825W MONT LAT;RITTAL;E;;500
COMP01677;SK3286.400;ACCESORIOS;AGREGADO DE REFRIGERACION - ESTERA FILTRANTE PARA SK3304.140;RITTAL;E;;100
COMP00841;SK3286.880;ACCESORIOS;TAPON DE CIERRE;RITTAL;E;ELEKO;10
COMP02010;SK3293;ACCESORIOS;CLIMATIZADOR;RITTAL;E;;500
COMP01676;SK3301.600;ACCESORIOS;BOTELLA COLECTORA DE CONDENSADOS;RITTAL;E;;100
COMP01541;SK995;ACCESORIOS;SOPORTE;WALDMANN;E;;0.0
COMP01944;SLCE118;ACCESORIOS;PORTALAMPARAS;WALDMANN;E;;20
COMP01542;SMBR1619275;ACCESORIOS;PIEZA DE FIJACION;FESTO;E;;0.0
COMP01790;SME-8M-DS-24V-K-0.3;ACCESORIOS;SENSORES DE PROXIMIDAD;FESTO;E;;0.0
COMP01159;SOP-E12-300A;ACCESORIOS;TUBO;BANNER;E;;30
COMP01543;SR6EF-013176;ACCESORIOS;CONECTADOR;EUCHNER;E;;0.0
COMP01253;STAR TOP 16A +32A TYP 33;ACCESORIOS;CEE 16 PLUG;MENNEKES;E;;50
COMP01254;SU1900-0BC31-0JA0;ACCESORIOS;SHIELD;SIEMENS;E;;20
COMP00773;SV9340.430;ACCESORIOS;OM-ADAPTADOR 65A;RITTAL;E;ELEKO;80
COMP00945;SZ2500.600;ACCESORIOS;CONECTOR HEMBRA / LUZ DEL SISTEMA LED;RITTAL;E;ELEKO;20
COMP00946;SZ2500.630;ACCESORIOS;CONECTOR MACHO / LUZ DEL SISTEMA LED;RITTAL;E;ELEKO;20
COMP02001;T3108001;ACCESORIOS;CLAVIJA;AMPHENOL;E;;20
COMP02002;T3109001;ACCESORIOS;TOMA AEREA;AMPHENOL;E;;20
COMP00940;TP9237;ACCESORIOS;CONVERTIDOR DE SENAL DE MEDICION / SENSOR DE TEMPERATURA;IFM;E;ELEKO;100
COMP00389;TREB1550500;ACCESORIOS;ARMARIO METALICO;RITTAL;E;;300
COMP02068;TV 6204;ACCESORIOS;TARJETA;REFU;E;ELEKO;200
COMP01544;TV6204;ACCESORIOS;TARJETA;REFU;E;;0.0
COMP01932;V3-GM-15M-PUR-ABG;ACCESORIOS;CABLE DE UNION;PEPPERL & FUCHS;E;;20
COMP01868;VAD1A-1-3-M12-5;ACCESORIOS;CONECTOR DE VALVULA VAD;LUMBERG GMBH;E;;20
COMP02022;VBS-LED+VDR24V(3124048);ACCESORIOS;SUPRESOR DE INTERFERENCIAS PARA ELECTROVALVULA;M. ELEKTRONIK;E;;20
COMP01791;VCF-1;ACCESORIOS;SECCIONADOR PANELABLE CON 4P 32A (CANDABLE);SCHNEIDER;E;;0.0
COMP01549;VDE+9P.S+9P.B+25P.B;ACCESORIOS;ADAPTADOR MSSD;MURRELEKTRONIK;E;;0.0
COMP01256;VQB 1,5/50 BL;ACCESORIOS;BRIDGE;WEIDMUELLER;E;;5
COMP01257;VQB 1,5/50 RT;ACCESORIOS;BRIDGE;WEIDMUELLER;E;;5
COMP01711;VSR: 030131076;ACCESORIOS;INDUCTANCIA / RESISTENCIA DROSSEL 36/47 KW + PULSWIDERST;SIEMENS;E;;100
COMP01640;VT-11132-1X;ACCESORIOS;AMPLIFICADOR VT-11132-1X;REXROTH;E;ELEKO;200
COMP01258;WAP 2,5/4/6/10;ACCESORIOS;ABSCHLUSSPLATTE;WEIDMUELLER;E;;5
COMP01259;WAP 2.5 / 4 / 6 / 10;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01260;WAP/WDK 2.5;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01261;WDK 2,5 1D;ACCESORIOS;DIODE TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01262;WDU 4;ACCESORIOS;TERMINAL BLOCKS;WEIDMUELLER;E;;5
COMP00881;WEC7133J;ACCESORIOS;ENRUTADOR VPN;WACHENDORFF;E;ELEKO;200
COMP01767;WLR12001;ACCESORIOS;UNIDAD DE REFRIGERACION WLR 12001 VS-E-2K-50;WGB;E;;0.0
COMP01263;WPE 4;ACCESORIOS;PROTECTIVE CONDUCTOR TERMINAL;WEIDMUELLER;E;;10
COMP01264;WTR 4;ACCESORIOS;TEST DISCONNECT TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01729;XVB-C02;ACCESORIOS;PROLONGACION 100MM;TELEMECANIQUE;E;;100
COMP01266;XVBZ03A;ACCESORIOS;CONNECTION ELEMENT;SCHNEIDER ELECTRIC;E;;20
COMP01267;ZAP/ TW ZDU 10;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01268;ZAP/ TW ZDU 4;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01269;ZAP/ TW ZDU 6;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01270;ZAP/TW ZDT2.5/2;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01792;ZB4-BS844;ACCESORIOS;SETA DE PARADA DE EMERGENCIA 2NC + ETIQUETA REDONDA;SCHNEIDER;E;;0.0
COMP01793;ZB4BA38;ACCESORIOS;CABEZA PULSADOR LUMINOSO VERDE 24V METAL;SCHNEIDER;E;;0.0
COMP01794;ZB4BA4;ACCESORIOS;PULSADOR ROJO RASANTE METAL;SCHNEIDER;E;;0.0
COMP01795;ZB4BW383;ACCESORIOS;CABEZAL PULSADOR LUMINOSO AMARILLO;SCHNEIDER;E;;0.0
COMP01796;ZBVB8;ACCESORIOS;LED AMARILLO;SCHNEIDER;E;;0.0
COMP01271;ZDT2.5/2;ACCESORIOS;TERMINAL BLOCK;WEIDMUELLER;E;;5
COMP01272;ZDU 10;ACCESORIOS;TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01273;ZDU 10 BL;ACCESORIOS;TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01274;ZDU 4;ACCESORIOS;TERMINAL BLOCK;WEIDMUELLER;E;;5
COMP01275;ZDU 4 BL;ACCESORIOS;TERMINAL BLOCK;WEIDMUELLER;E;;5
COMP01276;ZEW 35/2;ACCESORIOS;END BRACKET;WEIDMUELLER;E;;5
COMP01277;ZP 2.5/1AN/25;ACCESORIOS;PLUG (25-PIN);WEIDMUELLER;E;;20
COMP01278;ZP 2.5/1AN/9;ACCESORIOS;PLUG (25-PIN);WEIDMUELLER;E;;20
COMP01279;ZPE 10;ACCESORIOS;PROTECTIVE CONDUCTOR TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01280;ZPE 4;ACCESORIOS;PROTECTIVE CONDUCTOR TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01281;ZPE 6;ACCESORIOS;PROTECTIVE CONDUCTOR TERMINAL BLOCK;WEIDMUELLER;E;;10
COMP01282;ZQV 10/2;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01283;ZQV 4/2;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01284;ZQV 4/3;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01285;ZQV 4/5;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01286;ZQV 4/6;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01287;ZQV 4/7;ACCESORIOS;CROSS CONNECTOR;WEIDMUELLER;E;;5
COMP01288;ZTR6-2E-24V;ACCESORIOS;EARTH DISCONNECT TERMINAL;WEIDMUELLER;E;;10
COMP00141;ΧΑΡ-M34;ACCESORIOS;CAJA METALICA MOLDEADAS (MANDO BIMANUAL);SCHNEIDER;E;;120.0
COMP00055;0 042 80;ALIMENTACION;ENCHUFE SCHUKKO CARRIL DIN;LEGRAND;E;;45.0
COMP00056;0 048 84;ALIMENTACION;REPARTIDOR CORRIENTE;LEGRAND;E;;55.0
COMP00271;0 048 88;ALIMENTACION;REPARTIDOR;LEGRAND;E;;55.0
COMP00789;0311-00001000;ALIMENTACION;TRANSFORMADOR DE CONTROL 1,0 KVA, AC400V±5%/230V, 50HZ;RIEDEL;E;ELEKO;400
COMP00788;0312-00001100;ALIMENTACION;TRANSFORMADOR DE CONTROL 1,3KVA, AC400V±5%/230V, 50HZ;RIEDEL;E;ELEKO;500
COMP00656;042 85;ALIMENTACION;ENCHUFE 10/16A 250V 2P+PE PARA MONTAJE EN PERFIL 35MM;LEGRAND;E;;45
COMP00657;4888;ALIMENTACION;REPARTIDOR TETRAPOLAR 125A 15 CONEXIONES;LEGRAND;E;;55
COMP01334;1200.050.V;ALIMENTACION;FILTRO TRIFASICO;FINMOTOR;E;;0.0
COMP00661;130SP.001M;ALIMENTACION;FILTRO DE RED PARALELO 600VAC;FINMOTOR;E;;200
COMP01017;15151602;ALIMENTACION;TRANSFORMADOR;TESAN;E;;200
COMP01018;1515691;ALIMENTACION;TRANSFORMADOR;TESAN;E;;200
COMP01973;2000VAP.0-230-400-440VS.0-230V;ALIMENTACION;TRANSFORMADOR MONOFASICO 2000VA;EMILTRAFO;E;;400
COMP01301;24 VDC 5A;ALIMENTACION;FUENTE ALIMENTACION 5A;WEIDMUELLER;E;;160
COMP01021;2903155;ALIMENTACION;FUENTE DE ALIMENTACION;PHOENIX CONTACT;E;;100
COMP00455;2FAS.6A.400V;ALIMENTACION;FILTRO DE RED;PREFILTER;E;;150
COMP00150;3LD2213-1TL53;ALIMENTACION;INTERRUPTOR-SECCIONADOR 3FD;SIEMENS;E;;
COMP00151;3LD2804 0TK53;ALIMENTACION;SECCIONADOR PRINCIPAL 125A;SIEMENS;E;;160.0
COMP00152;3LD9220-0B;ALIMENTACION;POLO NEUTRO 32A;SIEMENS;E;;30.0
COMP02075;4,6KVA P.400-440V+-20V 1S30V 2-3S.230V;ALIMENTACION;TRANSFORMADOR MONOFASICO;EMILTRAFO;E;ELEKO;500
COMP01386;4.6KVAP.400-440V+-20V1S30V2-3S.230V;ALIMENTACION;TRANSFORMADOR MONOFASICO;EMILTRAFO;E;;0.0
COMP00682;4000-68000-0010000;ALIMENTACION;ENCHUFE 250VAC 16A;MURR ELEKTRONIK;E;;15
COMP00063;4000-68000-00500;ALIMENTACION;ENCHUFE FRANCES MARCO EXTERIOR;MURR;E;;15.0
